date and time,portfolio value,ticker,number of shares (no fractional shares),current market value of all shares held,current day profit/loss in dollars
datetime,portfolio_value,ticker,quantity,market_value,current_day_loss_profit
08/31/2020 20:06,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:07,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:08,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:09,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:10,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:11,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:12,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:13,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:14,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:15,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:16,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:17,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:18,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:19,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:20,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:21,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:22,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:23,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:24,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:25,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:26,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:28,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:29,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:30,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:31,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:32,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:33,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:34,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:35,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:36,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:37,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:38,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:39,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:40,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:41,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:42,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:43,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:44,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:45,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:46,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:47,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:48,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:49,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:50,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:51,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:53,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:54,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:55,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:56,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:57,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:58,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 20:59,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:00,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:01,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:02,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:03,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:04,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:05,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:06,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:07,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:08,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:09,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:10,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:11,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:12,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:13,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:14,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:15,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:16,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:18,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:19,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:20,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:21,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:22,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:23,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:24,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:25,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:26,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:27,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:28,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:29,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:30,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:31,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:32,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:33,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:34,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:35,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:36,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:37,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:38,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:39,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:40,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:41,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:43,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:44,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:45,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:46,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:47,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:48,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:49,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:50,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:51,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:52,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:53,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:54,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:55,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:56,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:57,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:58,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 21:59,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:00,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:01,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:02,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:03,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:04,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:05,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:07,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:08,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:09,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:10,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:11,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:12,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:13,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:14,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:15,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:16,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:17,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:18,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:19,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:20,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:21,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:22,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:23,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:24,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:25,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:26,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:27,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:28,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:29,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:30,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:32,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:33,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:34,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:35,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:36,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:37,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:38,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:39,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:40,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:41,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:42,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:43,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:44,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:45,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:46,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:47,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:48,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:49,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:50,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:51,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:52,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:53,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:54,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:55,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:57,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:58,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 22:59,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:00,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:01,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:02,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:03,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:04,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:05,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:06,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:07,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:08,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:09,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:10,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:11,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:12,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:13,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:14,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:15,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:16,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:17,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:18,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:19,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:20,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:22,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:23,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:24,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:25,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:26,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:27,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:28,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:29,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:30,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:31,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:32,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:33,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:34,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:35,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:36,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:37,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:38,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:39,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:40,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:41,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:42,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:43,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:44,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:46,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:47,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:48,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:49,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:50,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:51,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:52,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:53,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:54,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:55,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:56,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:57,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
08/31/2020 23:58,16815.56,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[-1.07, -3.09]"
